n,p
195,0.09230769230769231
196,0.07653061224489796
197,0.1116751269035533
198,0.0707070707070707
199,0.07537688442211055
200,0.07
201,0.07960199004975124
202,0.09900990099009901
203,0.09852216748768473
204,0.08333333333333333
205,0.1024390243902439
206,0.08737864077669903
207,0.1111111111111111
208,0.1153846153846154
209,0.1100478468899522
210,0.1095238095238095
211,0.1042654028436019
212,0.1415094339622642
213,0.08450704225352113
214,0.1121495327102804
215,0.1023255813953488
216,0.09259259259259259
217,0.1152073732718894
218,0.1376146788990826
219,0.06849315068493152
220,0.07727272727272727
221,0.1040723981900452
222,0.1036036036036036
223,0.07623318385650224
224,0.07142857142857142
225,0.1066666666666667
226,0.1194690265486726
227,0.1101321585903084
228,0.08333333333333333
229,0.1222707423580786
230,0.1478260869565217
231,0.1255411255411255
232,0.0646551724137931
233,0.07725321888412016
234,0.1068376068376068
235,0.1191489361702128
236,0.1059322033898305
237,0.07172995780590717
238,0.09243697478991597
239,0.05857740585774059
240,0.06666666666666667
241,0.08298755186721991
242,0.09090909090909091
243,0.08641975308641975
244,0.1024590163934426
245,0.1102040816326531
246,0.0975609756097561
247,0.1093117408906883
248,0.1129032258064516
249,0.1204819277108434
250,0.108
251,0.1195219123505976
252,0.1428571428571429
253,0.07114624505928854
254,0.05905511811023622
255,0.06666666666666667
256,0.08203125
257,0.07003891050583658
258,0.0813953488372093
259,0.08108108108108109
260,0.09615384615384615
261,0.08045977011494253
262,0.1106870229007634
263,0.1026615969581749
264,0.1060606060606061
265,0.139622641509434
266,0.1203007518796992
267,0.1048689138576779
268,0.1194029850746269
269,0.1338289962825279
270,0.1222222222222222
271,0.0996309963099631
272,0.1029411764705882
273,0.09157509157509158
274,0.1167883211678832
275,0.06909090909090909
276,0.1268115942028986
277,0.1155234657039711
278,0.09352517985611511
279,0.08602150537634409
280,0.1142857142857143
281,0.1103202846975089
282,0.07446808510638298
283,0.08480565371024736
284,0.1197183098591549
285,0.0736842105263158
286,0.1153846153846154
287,0.09407665505226481
288,0.1006944444444444
289,0.08304498269896193
290,0.07586206896551724
291,0.07903780068728522
292,0.07876712328767123
293,0.1160409556313993
294,0.08503401360544217
295,0.111864406779661
296,0.08445945945945946
297,0.101010101010101
298,0.1208053691275168
299,0.09364548494983278
300,0.1
301,0.1129568106312292
302,0.08609271523178808
303,0.0858085808580858
304,0.09539473684210525
305,0.08524590163934426
306,0.0784313725490196
307,0.09120521172638436
308,0.09415584415584416
309,0.116504854368932
310,0.08709677419354839
311,0.07395498392282958
312,0.125
313,0.1054313099041534
314,0.09235668789808917
315,0.1047619047619048
316,0.09177215189873418
317,0.1009463722397476
318,0.08805031446540881
319,0.109717868338558
320,0.0875
321,0.102803738317757
322,0.1149068322981366
323,0.1021671826625387
324,0.1018518518518519
325,0.1107692307692308
326,0.09815950920245399
327,0.1039755351681957
328,0.09146341463414634
329,0.09422492401215805
330,0.1272727272727273
331,0.08157099697885196
332,0.1024096385542169
333,0.08108108108108109
334,0.09880239520958084
335,0.1223880597014925
336,0.08928571428571429
337,0.0801186943620178
338,0.1035502958579882
339,0.08259587020648967
340,0.1
341,0.09970674486803519
342,0.09649122807017543
343,0.1078717201166181
344,0.1046511627906977
345,0.1014492753623188
346,0.1127167630057803
347,0.100864553314121
348,0.1063218390804598
349,0.1117478510028653
350,0.1085714285714286
351,0.09971509971509972
352,0.08522727272727273
353,0.09348441926345609
354,0.1073446327683616
355,0.09295774647887324
356,0.1067415730337079
357,0.1036414565826331
358,0.09217877094972067
359,0.09749303621169916
360,0.08611111111111111
361,0.1024930747922438
362,0.07734806629834254
363,0.08539944903581267
364,0.1318681318681319
365,0.07397260273972603
366,0.09289617486338798
367,0.09264305177111717
368,0.0951086956521739
369,0.1084010840108401
370,0.0972972972972973
371,0.07816711590296496
372,0.1021505376344086
373,0.09115281501340483
374,0.08021390374331551
375,0.112
376,0.07712765957446809
377,0.09018567639257294
378,0.1058201058201058
379,0.108179419525066
380,0.1026315789473684
381,0.07349081364829396
382,0.1204188481675393
383,0.1096605744125326
384,0.1171875
385,0.09090909090909091
386,0.08031088082901554
387,0.1266149870801034
388,0.1005154639175258
389,0.07197943444730077
390,0.08461538461538462
391,0.08695652173913043
392,0.09948979591836735
393,0.0916030534351145
394,0.07868020304568528
395,0.1291139240506329
396,0.1136363636363636
397,0.1209068010075567
398,0.1306532663316583
399,0.1203007518796992
400,0.1175
401,0.1271820448877805
402,0.07213930348258706
403,0.1339950372208437
404,0.1064356435643564
405,0.1160493827160494
406,0.08374384236453201
407,0.1007371007371007
408,0.09313725490196079
409,0.097799511002445
410,0.1
411,0.08515815085158152
412,0.1067961165048544
413,0.1065375302663438
414,0.08454106280193237
415,0.1108433734939759
416,0.1177884615384615
417,0.09112709832134293
418,0.09330143540669857
419,0.0954653937947494
420,0.1071428571428571
421,0.1092636579572447
422,0.0995260663507109
423,0.1063829787234043
424,0.1037735849056604
425,0.08941176470588234
426,0.1314553990610329
427,0.117096018735363
428,0.102803738317757
429,0.08158508158508158
430,0.09302325581395349
431,0.09280742459396751
432,0.09722222222222222
433,0.09237875288683603
434,0.06912442396313365
435,0.1264367816091954
436,0.0756880733944954
437,0.09382151029748284
438,0.07534246575342465
439,0.0774487471526196
440,0.09090909090909091
441,0.08843537414965986
442,0.1176470588235294
443,0.1151241534988713
444,0.07657657657657659
445,0.09662921348314607
446,0.1031390134529148
447,0.087248322147651
448,0.1183035714285714
449,0.1202672605790646
450,0.1377777777777778
451,0.08869179600886919
452,0.1061946902654867
453,0.09713024282560706
454,0.1123348017621145
455,0.1186813186813187
456,0.1052631578947368
457,0.087527352297593
458,0.09606986899563319
459,0.1111111111111111
460,0.1065217391304348
461,0.1106290672451193
462,0.09956709956709957
463,0.1058315334773218
464,0.1012931034482759
465,0.1397849462365591
466,0.09012875536480687
467,0.09850107066381156
468,0.08547008547008547
469,0.1066098081023454
470,0.1148936170212766
471,0.118895966029724
472,0.09957627118644068
473,0.1162790697674419
474,0.09915611814345993
475,0.0968421052631579
476,0.09243697478991597
477,0.1278825995807128
478,0.09205020920502092
479,0.081419624217119
480,0.09166666666666667
481,0.09147609147609148
482,0.1120331950207469
483,0.09730848861283645
484,0.1074380165289256
485,0.1195876288659794
486,0.1090534979423868
487,0.08008213552361396
488,0.09016393442622951
489,0.1206543967280164
490,0.0979591836734694
491,0.1140529531568228
492,0.09349593495934959
493,0.1115618661257606
494,0.09919028340080972
495,0.09898989898989899
496,0.1189516129032258
497,0.1026156941649899
498,0.08433734939759036
499,0.09619238476953908
500,0.072
501,0.08383233532934133
502,0.1035856573705179
503,0.121272365805169
504,0.1031746031746032
505,0.09504950495049505
506,0.08695652173913043
507,0.08678500986193294
508,0.1141732283464567
509,0.1119842829076621
510,0.1294117647058824
511,0.111545988258317
512,0.107421875
513,0.09746588693957114
514,0.1050583657587549
515,0.116504854368932
516,0.1143410852713178
517,0.09284332688588008
518,0.08108108108108109
519,0.1059730250481696
520,0.1
521,0.1055662188099808
522,0.08237547892720307
523,0.1204588910133843
524,0.1145038167938931
525,0.09714285714285714
526,0.08555133079847908
527,0.08538899430740038
528,0.09090909090909091
529,0.1172022684310019
530,0.1150943396226415
531,0.1054613935969868
532,0.07142857142857142
533,0.08818011257035648
534,0.09550561797752809
535,0.108411214953271
536,0.126865671641791
537,0.09869646182495345
538,0.09479553903345725
539,0.111317254174397
540,0.1092592592592593
541,0.1201478743068392
542,0.1162361623616236
543,0.1086556169429098
544,0.1047794117647059
545,0.1064220183486239
546,0.09706959706959707
547,0.09872029250457039
548,0.1076642335766423
549,0.0965391621129326
550,0.1163636363636364
551,0.1161524500907441
552,0.08333333333333333
553,0.1030741410488246
554,0.09566787003610108
555,0.1063063063063063
556,0.1223021582733813
557,0.0969479353680431
558,0.1129032258064516
559,0.08944543828264757
560,0.1035714285714286
561,0.1016042780748663
562,0.104982206405694
563,0.1065719360568384
564,0.08687943262411348
565,0.1097345132743363
566,0.09717314487632508
567,0.1216931216931217
568,0.1161971830985915
569,0.09314586994727592
570,0.09298245614035087
571,0.09281961471103327
572,0.1013986013986014
573,0.1151832460732984
574,0.1062717770034843
575,0.1060869565217391
576,0.09722222222222222
577,0.1039861351819757
578,0.1003460207612457
579,0.1053540587219344
580,0.1293103448275862
581,0.1101549053356282
582,0.09621993127147765
583,0.1063464837049743
584,0.1078767123287671
585,0.1230769230769231
586,0.1245733788395904
587,0.1379897785349233
588,0.1326530612244898
589,0.1086587436332767
590,0.1050847457627119
591,0.09813874788494079
592,0.1334459459459459
593,0.1146711635750422
594,0.1228956228956229
595,0.1092436974789916
596,0.1174496644295302
597,0.09045226130653267
598,0.1254180602006689
599,0.09682804674457429
600,0.1183333333333333
601,0.09816971713810316
602,0.1212624584717608
603,0.109452736318408
604,0.1241721854304636
605,0.1223140495867769
606,0.1138613861386139
607,0.0971993410214168
608,0.1101973684210526
609,0.1083743842364532
610,0.1081967213114754
611,0.09983633387888707
612,0.08496732026143791
613,0.09461663947797716
614,0.08957654723127036
615,0.08292682926829267
616,0.0974025974025974
617,0.1004862236628849
618,0.08414239482200647
619,0.0840064620355412
620,0.08709677419354839
621,0.09178743961352658
622,0.08842443729903537
623,0.07062600321027288
624,0.09134615384615385
625,0.0896
626,0.09584664536741214
627,0.09728867623604466
628,0.08598726114649682
629,0.09538950715421304
630,0.09047619047619047
631,0.09984152139461173
632,0.08860759493670886
633,0.08056872037914692
634,0.08517350157728706
635,0.08031496062992126
636,0.09591194968553458
637,0.0879120879120879
638,0.07366771159874608
639,0.09389671361502347
640,0.0984375
641,0.0842433697347894
642,0.09813084112149532
643,0.0948678071539658
644,0.08540372670807453
645,0.09922480620155039
646,0.08823529411764706
647,0.07573415765069552
648,0.09722222222222222
649,0.1140215716486903
650,0.09846153846153846
651,0.1105990783410138
652,0.1165644171779141
653,0.114854517611026
654,0.1055045871559633
655,0.1068702290076336
656,0.1158536585365854
657,0.1080669710806697
658,0.08662613981762918
659,0.09559939301972686
660,0.1166666666666667
661,0.1089258698940998
662,0.1042296072507553
663,0.0784313725490196
664,0.1174698795180723
665,0.07969924812030076
666,0.07957957957957958
667,0.1214392803598201
668,0.09730538922155689
669,0.1121076233183857
670,0.1164179104477612
671,0.1087928464977645
672,0.1086309523809524
673,0.09955423476968796
674,0.09050445103857567
675,0.117037037037037
676,0.1183431952662722
677,0.07828655834564253
678,0.09587020648967552
679,0.1089837997054492
680,0.1161764705882353
681,0.09691629955947137
682,0.1070381231671554
683,0.1054172767203514
684,0.1242690058479532
685,0.1051094890510949
686,0.08892128279883382
687,0.09315866084425035
688,0.1002906976744186
689,0.1015965166908563
690,0.1028985507246377
691,0.08972503617945007
692,0.1083815028901734
693,0.1067821067821068
694,0.122478386167147
695,0.09496402877697842
696,0.1091954022988506
697,0.08751793400286945
698,0.1189111747851003
699,0.1130185979971388
700,0.1042857142857143
701,0.0912981455064194
702,0.1068376068376068
703,0.1038406827880512
704,0.09232954545454546
705,0.1134751773049645
706,0.09915014164305949
707,0.09900990099009901
708,0.1016949152542373
709,0.1029619181946403
710,0.09154929577464789
711,0.09563994374120956
712,0.0898876404494382
713,0.09957924263674614
714,0.1162464985994398
715,0.1076923076923077
716,0.09776536312849161
717,0.101813110181311
718,0.116991643454039
719,0.1140472878998609
720,0.1083333333333333
721,0.1040221914008322
722,0.09002770083102493
723,0.1009681881051176
724,0.1022099447513812
725,0.09517241379310346
726,0.1074380165289256
727,0.0921595598349381
728,0.1016483516483516
729,0.1056241426611797
730,0.1095890410958904
731,0.09849521203830369
732,0.1065573770491803
733,0.1145975443383356
734,0.1130790190735695
735,0.1020408163265306
736,0.1114130434782609
737,0.10719131614654
738,0.08672086720867209
739,0.09201623815967525
740,0.1067567567567568
741,0.09446693657219973
742,0.09299191374663072
743,0.09825033647375506
744,0.1048387096774194
745,0.1033557046979866
746,0.09517426273458444
747,0.09772423025435074
748,0.09759358288770054
749,0.09612817089452604
750,0.1
751,0.085219707057257
752,0.0851063829787234
753,0.08764940239043825
754,0.1140583554376658
755,0.1033112582781457
756,0.08862433862433862
757,0.09907529722589167
758,0.104221635883905
759,0.09881422924901186
760,0.1039473684210526
761,0.09067017082785808
762,0.1062992125984252
763,0.1009174311926606
764,0.1020942408376963
765,0.09019607843137255
766,0.1044386422976501
767,0.1277705345501956
768,0.1002604166666667
769,0.08842652795838753
770,0.09480519480519481
771,0.08690012970168612
772,0.1101036269430052
773,0.111254851228978
774,0.09689922480620156
775,0.1109677419354839
776,0.1005154639175258
777,0.09523809523809525
778,0.08354755784061697
779,0.09627727856225932
780,0.1025641025641026
781,0.1088348271446863
782,0.09462915601023018
783,0.1149425287356322
784,0.09311224489795918
785,0.1095541401273885
786,0.1106870229007634
787,0.1054637865311309
788,0.09771573604060914
789,0.1128010139416984
790,0.1050632911392405
791,0.1061946902654867
792,0.09848484848484848
793,0.09079445145018916
794,0.09697732997481108
795,0.09433962264150943
796,0.09673366834170855
797,0.08782936010037641
798,0.100250626566416
799,0.1013767209011264
800,0.1225
801,0.09488139825218476
802,0.08603491271820449
803,0.08343711083437111
804,0.07960199004975124
805,0.1043478260869565
806,0.1066997518610422
807,0.1016109045848823
808,0.09034653465346534
809,0.1199011124845488
810,0.1098765432098765
811,0.09001233045622688
812,0.1330049261083744
813,0.1107011070110701
814,0.1068796068796069
815,0.1092024539877301
816,0.1066176470588235
817,0.1187270501835985
818,0.1149144254278729
819,0.1062271062271062
820,0.1121951219512195
821,0.120584652862363
822,0.1204379562043796
823,0.1069258809234508
824,0.1067961165048544
825,0.103030303030303
826,0.1004842615012107
827,0.08827085852478839
828,0.08695652173913043
829,0.1013268998793727
830,0.1168674698795181
831,0.09987966305655836
832,0.1057692307692308
833,0.1128451380552221
834,0.09712230215827337
835,0.09820359281437126
836,0.08971291866028708
837,0.0967741935483871
838,0.08711217183770883
839,0.09892729439809297
840,0.1202380952380952
841,0.1070154577883472
842,0.1128266033254157
843,0.0937129300118624
844,0.09123222748815166
845,0.0970414201183432
846,0.09574468085106383
847,0.1003541912632822
848,0.0955188679245283
849,0.09069493521790342
850,0.1129411764705882
851,0.1010575793184489
852,0.09976525821596244
853,0.1101992966002345
854,0.0819672131147541
855,0.0912280701754386
856,0.09813084112149532
857,0.09451575262543757
858,0.09906759906759907
859,0.09313154831199069
860,0.08953488372093023
861,0.09059233449477352
862,0.08584686774941995
863,0.09501738122827345
864,0.1006944444444444
865,0.1086705202312139
866,0.09815242494226328
867,0.09803921568627451
868,0.0956221198156682
869,0.08860759493670886
870,0.1172413793103448
871,0.09299655568312284
872,0.1123853211009174
873,0.09163802978235969
874,0.1006864988558352
875,0.1108571428571429
876,0.09931506849315068
877,0.1026225769669327
878,0.09908883826879271
879,0.1114903299203641
880,0.1125
881,0.09080590238365494
882,0.09183673469387756
883,0.08380520951302378
884,0.1199095022624434
885,0.07796610169491525
886,0.1162528216704289
887,0.1037204058624577
888,0.09572072072072071
889,0.1012373453318335
890,0.0898876404494382
891,0.09539842873176207
892,0.09192825112107623
893,0.1019036954087346
894,0.1006711409395973
895,0.111731843575419
896,0.1116071428571429
897,0.1059085841694537
898,0.111358574610245
899,0.1145717463848721
900,0.07777777777777778
901,0.1132075471698113
902,0.09090909090909091
903,0.1040974529346622
904,0.1050884955752212
905,0.1038674033149171
906,0.1026490066225166
907,0.09371554575523705
908,0.1090308370044053
909,0.1045104510451045
910,0.1010989010989011
911,0.09769484083424808
912,0.1085526315789474
913,0.1073384446878423
914,0.1137855579868709
915,0.1158469945355191
916,0.1026200873362445
917,0.08942202835332606
918,0.1034858387799564
919,0.103373231773667
920,0.1119565217391304
921,0.1074918566775244
922,0.09978308026030369
923,0.1072589382448537
924,0.1060606060606061
925,0.1210810810810811
926,0.09827213822894168
927,0.1100323624595469
928,0.1066810344827586
929,0.1108719052744887
930,0.1043010752688172
931,0.1031149301825994
932,0.09978540772532189
933,0.09860664523043944
934,0.1124197002141328
935,0.09946524064171124
936,0.09188034188034187
937,0.1067235859124867
938,0.1023454157782516
939,0.1001064962726305
940,0.1053191489361702
941,0.09564293304994687
942,0.08492569002123142
943,0.1081654294803818
944,0.1027542372881356
945,0.08677248677248676
946,0.1004228329809725
947,0.1119324181626188
948,0.09915611814345993
949,0.09378292939936776
950,0.1105263157894737
951,0.1062039957939012
952,0.08928571428571429
953,0.09653725078698847
954,0.1090146750524109
955,0.1089005235602094
956,0.1192468619246862
957,0.1107628004179728
958,0.09916492693110647
959,0.105318039624609
960,0.1104166666666667
961,0.09053069719042664
962,0.1070686070686071
963,0.102803738317757
964,0.09024896265560166
965,0.08808290155440415
966,0.09937888198757765
967,0.09513960703205791
968,0.1167355371900826
969,0.1135190918472652
970,0.1020618556701031
971,0.101956745623069
972,0.102880658436214
973,0.1089414182939363
974,0.1180698151950719
975,0.1087179487179487
976,0.1188524590163934
977,0.1013306038894575
978,0.1012269938650307
979,0.1144024514811032
980,0.123469387755102
981,0.1019367991845056
982,0.1018329938900204
983,0.08748728382502544
984,0.100609756097561
985,0.09949238578680203
986,0.1064908722109533
987,0.09017223910840932
988,0.1052631578947368
989,0.1051567239635996
990,0.1050505050505051
991,0.1039354187689203
992,0.09375
993,0.08962739174219538
994,0.1187122736418511
995,0.0964824120603015
996,0.1275100401606426
997,0.08625877632898696
998,0.1012024048096192
999,0.1121121121121121
1000,0.096
1001,0.1038961038961039
1002,0.07984031936127745
1003,0.07278165503489531
1004,0.1065737051792829
1005,0.1014925373134328
1006,0.09542743538767395
1007,0.09036742800397218
1008,0.08234126984126984
1009,0.09117938553022795
1010,0.09108910891089109
1011,0.09891196834817013
1012,0.09486166007905138
1013,0.1145113524185587
1014,0.09566074950690336
1015,0.0896551724137931
1016,0.0905511811023622
1017,0.0816125860373648
1018,0.08153241650294694
1019,0.1177625122669284
1020,0.107843137254902
1021,0.0910871694417238
1022,0.0958904109589041
1023,0.09090909090909091
1024,0.0849609375
1025,0.1063414634146341
1026,0.09551656920077974
1027,0.1041869522882181
1028,0.1011673151750973
1029,0.09718172983479106
1030,0.112621359223301
1031,0.1125121241513094
1032,0.09689922480620156
1033,0.1016456921587609
1034,0.097678916827853
1035,0.09468599033816424
1036,0.09942084942084942
1037,0.09739633558341369
1038,0.08188824662813102
1039,0.1068334937439846
1040,0.1057692307692308
1041,0.1123919308357349
1042,0.1285988483685221
1043,0.1112176414189837
1044,0.103448275862069
1045,0.1052631578947368
1046,0.1032504780114723
1047,0.09742120343839542
1048,0.09732824427480916
1049,0.1086749285033365
1050,0.1066666666666667
1051,0.09800190294957184
1052,0.1007604562737643
1053,0.09971509971509972
1054,0.09487666034155598
1055,0.0909952606635071
1056,0.08522727272727273
1057,0.1040681173131504
1058,0.1077504725897921
1059,0.1000944287063267
1060,0.1047169811320755
1061,0.114985862393968
1062,0.1073446327683616
1063,0.103480714957667
1064,0.1033834586466165
1065,0.107981220657277
1066,0.1106941838649156
1067,0.1105904404873477
1068,0.102059925093633
1069,0.1038353601496726
1070,0.1177570093457944
1071,0.1204481792717087
1072,0.105410447761194
1073,0.1118359739049394
1074,0.1033519553072626
1075,0.1153488372093023
1076,0.1171003717472119
1077,0.1151346332404828
1078,0.114100185528757
1079,0.09731232622798888
1080,0.1166666666666667
1081,0.0906567992599445
1082,0.11090573012939
1083,0.0951061865189289
1084,0.0996309963099631
1085,0.104147465437788
1086,0.1022099447513812
1087,0.09383624655013799
1088,0.1167279411764706
1089,0.09550045913682277
1090,0.08807339449541284
1091,0.1127406049495875
1092,0.1034798534798535
1093,0.1079597438243367
1094,0.09140767824497258
1095,0.08767123287671233
1096,0.104014598540146
1097,0.09206927985414767
1098,0.09016393442622951
1099,0.09281164695177434
1100,0.09909090909090909
1101,0.09536784741144413
1102,0.1007259528130672
1103,0.08794197642792384
1104,0.1014492753623188
1105,0.1040723981900452
1106,0.1066907775768535
1107,0.08852755194218609
1108,0.09296028880866426
1109,0.1018935978358882
1110,0.0891891891891892
1111,0.1008100810081008
1112,0.09622302158273381
1113,0.1042228212039533
1114,0.08168761220825853
1115,0.09865470852017937
1116,0.09229390681003584
1117,0.1011638316920322
1118,0.1037567084078712
1119,0.1018766756032172
1120,0.09107142857142857
1121,0.09991079393398751
1122,0.1122994652406417
1123,0.08904719501335707
1124,0.099644128113879
1125,0.09422222222222222
1126,0.1127886323268206
1127,0.1153504880212955
1128,0.0851063829787234
1129,0.1027457927369353
1130,0.1115044247787611
1131,0.107869142351901
1132,0.1095406360424028
1133,0.1085613415710503
1134,0.09964726631393298
1135,0.08722466960352424
1136,0.1003521126760563
1137,0.1020228671943712
1138,0.1151142355008787
1139,0.1141352063213345
1140,0.106140350877193
1141,0.1113058720420684
1142,0.1138353765323993
1143,0.1023622047244094
1144,0.1232517482517483
1145,0.1065502183406114
1146,0.1003490401396161
1147,0.0976460331299041
1148,0.1045296167247387
1149,0.1009573542210618
1150,0.09478260869565217
1151,0.1094700260642919
1152,0.1102430555555556
1153,0.1023417172593235
1154,0.09185441941074524
1155,0.103030303030303
1156,0.0986159169550173
1157,0.1166810717372515
1158,0.1018998272884283
1159,0.1061259706643658
1160,0.1163793103448276
1161,0.0904392764857881
1162,0.1092943201376936
1163,0.1006018916595013
1164,0.09450171821305842
1165,0.1055793991416309
1166,0.1089193825042882
1167,0.1105398457583548
1168,0.1061643835616438
1169,0.09923011120615911
1170,0.1136752136752137
1171,0.1016225448334757
1172,0.1092150170648464
1173,0.103154305200341
1174,0.09880749574105623
1175,0.09702127659574468
1176,0.1062925170068027
1177,0.1036533559898046
1178,0.09847198641765705
1179,0.1017811704834606
1180,0.1127118644067797
1181,0.1016088060965284
1182,0.0922165820642978
1183,0.1014370245139476
1184,0.09543918918918919
1185,0.109704641350211
1186,0.1205733558178752
1187,0.10530749789385
1188,0.1094276094276094
1189,0.1068124474348192
1190,0.1134453781512605
1191,0.1057934508816121
1192,0.1090604026845638
1193,0.0997485331098072
1194,0.1122278056951424
1195,0.1221757322175732
1196,0.1078595317725753
1197,0.1203007518796992
1198,0.1010016694490818
1199,0.1142618849040867
1200,0.115
1201,0.1115736885928393
1202,0.1048252911813644
1203,0.1014131338320865
1204,0.1004983388704319
1205,0.1029045643153527
1206,0.09950248756218905
1207,0.09030654515327258
1208,0.09188741721854304
1209,0.1000827129859388
1210,0.1066115702479339
1211,0.1164327002477291
1212,0.09735973597359736
1213,0.1063478977741138
1214,0.1112026359143328
1215,0.1004115226337449
1216,0.1118421052631579
1217,0.09449465899753492
1218,0.09277504105090312
1219,0.1156685808039377
1220,0.1081967213114754
1221,0.07780507780507781
1222,0.1039279869067103
1223,0.1112019623875715
1224,0.1004901960784314
1225,0.08653061224489796
1226,0.1084828711256117
1227,0.09942950285248574
1228,0.08469055374592833
1229,0.0935720097640358
1230,0.1008130081300813
1231,0.1031681559707555
1232,0.1047077922077922
1233,0.1111111111111111
1234,0.1029173419773096
1235,0.1076923076923077
1236,0.1092233009708738
1237,0.08326596604688763
1238,0.1106623586429725
1239,0.1081517352703793
1240,0.09596774193548387
1241,0.0958904109589041
1242,0.1103059581320451
1243,0.1053901850362027
1244,0.1036977491961415
1245,0.1116465863453815
1246,0.09550561797752809
1247,0.1018444266238974
1248,0.1105769230769231
1249,0.1072858286629303
1250,0.1
1251,0.09272581934452438
1252,0.08706070287539935
1253,0.09417398244213887
1254,0.09011164274322168
1255,0.09800796812749003
1256,0.09713375796178345
1257,0.08194112967382657
1258,0.09697933227344992
1259,0.0897537728355838
1260,0.09206349206349206
1261,0.0999206978588422
1262,0.08795562599049128
1263,0.0958036421219319
1264,0.1155063291139241
1265,0.08853754940711463
1266,0.09636650868878358
1267,0.08839779005524862
1268,0.083596214511041
1269,0.09850275807722617
1270,0.08897637795275591
1271,0.0975609756097561
1272,0.1053459119496855
1273,0.09819324430479183
1274,0.08869701726844584
1275,0.1019607843137255
